topo_num,flow_num,target,label,prediction,rel_err
68,2,p99,161.79553,132.92477,0.1784398
68,3,p99,146.09193,133.03978,0.08934206
68,4,p99,97.51999,120.40961,0.23471725
68,5,p99,106.20002,122.62528,0.15466344
68,6,p99,196.44997,188.811,0.038884997
68,7,p99,115.15901,119.6488,0.038987756
68,8,p99,107.212395,122.64238,0.14391983
68,9,p99,145.8627,121.24746,0.16875625
68,10,p99,197.04997,200.5795,0.017911792
68,11,p99,97.12996,124.90017,0.28590775
68,12,p99,213.19373,185.97548,0.1276691
68,13,p99,193.68723,188.98839,0.024259925
68,14,p99,183.81927,196.32272,0.068020344
68,15,p99,145.26302,122.20063,0.15876293
68,16,p99,165.17499,185.69191,0.12421322
68,17,p99,113.174995,125.96001,0.112966776
68,18,p99,69.569496,120.20415,0.7278284
68,19,p99,189.8541,123.08605,0.35168082
68,20,p99,164.29997,185.80447,0.1308856
68,21,p99,97.47067,125.216095,0.28465402
68,22,p99,135.20528,191.95415,0.41972375
68,23,p99,142.09021,124.50301,0.123774886
68,24,p99,116.18976,119.87672,0.0317322
68,25,p99,138.71594,124.87279,0.099794984
68,26,p99,196.19997,188.87328,0.037342966
68,27,p99,185.45589,196.43585,0.059205294
68,28,p99,195.52504,200.51549,0.025523305
68,29,p99,135.44514,192.28934,0.4196843
68,30,p99,216.07498,133.93578,0.38014215
68,31,p99,183.93803,197.0579,0.07132769
68,32,p99,173.53796,190.81935,0.09958279
68,33,p99,139.30894,124.82917,0.10394001
68,0,p99.9,181.90323,151.91693,0.16484755
68,1,p99.9,121.24339,151.82741,0.25225306
68,2,p99.9,188.5611,161.25769,0.1447987
68,3,p99.9,169.02579,161.35266,0.04539621
68,4,p99.9,122.129395,145.32384,0.18991697
68,5,p99.9,133.71399,148.77052,0.11260259
68,6,p99.9,229.00505,221.46289,0.032934487
68,7,p99.9,153.72441,144.40004,0.06065643
68,8,p99.9,135.59662,148.79979,0.09737098
68,9,p99.9,187.46298,147.02875,0.21569186
68,10,p99.9,226.06303,235.1198,0.040063024
68,11,p99.9,122.092224,151.65152,0.24210632
68,12,p99.9,262.0504,217.30202,0.17076254
68,13,p99.9,226.77495,221.71457,0.022314548
68,14,p99.9,214.96602,229.79706,0.068992496
68,15,p99.9,191.31987,148.48363,0.22389853
68,16,p99.9,204.57782,217.31598,0.062265635
68,17,p99.9,137.67503,152.81578,0.1099745
68,18,p99.9,88.208755,144.94629,0.6432189
68,19,p99.9,237.40396,149.13019,0.3718294
68,20,p99.9,203.30742,217.45197,0.06957221
68,21,p99.9,122.12922,152.02554,0.24479258
68,22,p99.9,164.61816,225.01855,0.366912
68,23,p99.9,182.47168,151.18942,0.17143625
68,24,p99.9,152.82993,144.77512,0.052704394
68,25,p99.9,178.56145,151.64162,0.15075946
68,26,p99.9,229.96297,221.56032,0.036539137
68,27,p99.9,216.34032,229.96365,0.06297183
68,28,p99.9,226.13786,234.8449,0.03850317
68,29,p99.9,163.71678,225.32442,0.37630618
68,30,p99.9,261.875,162.43245,0.3797329
68,31,p99.9,215.30087,230.7007,0.071527004
68,32,p99.9,225.33716,222.71965,0.011615992
68,33,p99.9,181.31442,151.59804,0.16389424
68,0,p99.99,211.62874,182.64606,0.13695061
68,1,p99.99,140.33505,182.57356,0.3009833
68,2,p99.99,217.30942,193.27863,0.110583305
68,3,p99.99,194.93005,193.36859,0.008010387
68,4,p99.99,144.34224,174.23772,0.20711529
68,5,p99.99,161.60088,178.92398,0.10719681
68,6,p99.99,268.4385,255.94241,0.04655105
68,7,p99.99,213.54099,173.378,0.1880809
68,8,p99.99,169.4904,179.23387,0.05748689
68,9,p99.99,237.34985,177.03575,0.25411475
68,10,p99.99,259.9328,270.8786,0.042110085
68,11,p99.99,137.34123,182.39821,0.32806587
68,12,p99.99,325.20038,251.66222,0.22613186
68,13,p99.99,267.75394,256.19064,0.043186247
68,14,p99.99,250.14598,265.98398,0.063315034
68,15,p99.99,249.12416,179.65326,0.27886057
68,16,p99.99,247.91542,251.52612,0.014564276
68,17,p99.99,164.42503,184.11235,0.11973429
68,18,p99.99,112.19157,173.69508,0.54820085
68,19,p99.99,273.6086,179.704,0.34320784
68,20,p99.99,245.74411,251.66606,0.024098039
68,21,p99.99,140.74823,182.76064,0.29849327
68,22,p99.99,217.82426,261.18726,0.19907331
68,23,p99.99,217.15707,181.96803,0.16204417
68,24,p99.99,198.5483,173.89287,0.12417847
68,25,p99.99,220.06694,182.46347,0.17087287
68,26,p99.99,266.8862,256.03983,0.040640473
68,27,p99.99,294.06134,266.13135,0.09498018
68,28,p99.99,258.7724,270.1267,0.0438776
68,29,p99.99,248.95805,261.29202,0.049542308
68,30,p99.99,291.2381,193.94855,0.334055
68,31,p99.99,252.00485,266.77716,0.05861914
68,32,p99.99,263.0097,257.30103,0.02170521
68,33,p99.99,225.04486,182.39473,0.18951833
68,0,p99.999,276.06808,222.78792,0.1929965
68,1,p99.999,158.18863,222.68039,0.40768898
68,2,p99.999,284.49237,237.21794,0.1661712
68,3,p99.999,218.18034,237.41214,0.08814633
68,4,p99.999,189.57762,212.10417,0.11882496
68,5,p99.999,240.92792,215.21259,0.106734574
68,6,p99.999,323.64307,321.36606,0.0070355535
68,7,p99.999,280.90717,210.83945,0.2494337
68,8,p99.999,271.83356,214.92165,0.2093631
68,9,p99.999,327.60205,211.60075,0.35409212
68,10,p99.999,308.91544,338.9144,0.09711063
68,11,p99.999,147.96584,222.39996,0.5030494
68,12,p99.999,362.24506,320.70865,0.11466384
68,13,p99.999,330.71826,321.77597,0.027038991
68,14,p99.999,292.77304,340.65332,0.1635406
68,15,p99.999,339.08917,215.69046,0.36391228
68,16,p99.999,312.3358,314.19006,0.005936861
68,17,p99.999,214.28363,220.00476,0.026698828
68,18,p99.999,120.352196,211.50528,0.7573861
68,19,p99.999,333.15994,218.64638,0.34371948
68,20,p99.999,300.34543,314.40277,0.04680395
68,21,p99.999,163.22717,222.95341,0.36590874
68,22,p99.999,238.15785,333.5665,0.40061092
68,23,p99.999,275.7851,221.72997,0.19600451
68,24,p99.999,279.98477,211.45108,0.24477649
68,25,p99.999,253.06023,222.43182,0.12103206
68,26,p99.999,335.67065,321.57086,0.042004824
68,27,p99.999,322.68564,340.78888,0.0561018
68,28,p99.999,297.9982,338.935,0.13737261
68,29,p99.999,283.095,333.93317,0.17957985
68,30,p99.999,319.14438,233.02525,0.26984376
68,31,p99.999,280.6571,341.66568,0.21737766
68,32,p99.999,343.66162,328.8827,0.043004334
68,33,p99.999,271.96185,222.34413,0.18244368
49,0,mean,87.62345,76.900505,0.12237531
49,1,mean,130.83244,136.59932,0.04407835
49,2,mean,86.08761,107.36399,0.24714804
49,3,mean,86.45711,57.87034,0.3306468
49,4,mean,65.157265,65.22693,0.0010691881
49,5,mean,82.957375,108.56097,0.30863547
49,6,mean,86.98863,58.184284,0.3311277
49,7,mean,52.28213,58.525074,0.11940873
49,8,mean,60.4618,62.47591,0.033312082
49,9,mean,65.04179,55.36221,0.14882088
49,10,mean,52.407745,58.32856,0.112975955
49,11,mean,107.98688,117.68603,0.08981788
49,12,mean,86.923,58.29736,0.3293218
49,13,mean,100.6698,107.225075,0.065116644
49,14,mean,100.31739,106.97127,0.06632829
49,15,mean,129.9581,142.76372,0.09853649
49,16,mean,86.97198,81.8579,0.058801413
49,17,mean,107.90235,117.25895,0.08671355
49,18,mean,60.013977,61.965965,0.03252554
49,19,mean,94.275085,106.72458,0.13205492
49,20,mean,86.2325,79.001915,0.08384985
49,21,mean,126.279015,116.14405,0.08025849
49,22,mean,135.42569,148.88225,0.09936488
49,23,mean,136.58057,149.41908,0.093999624
49,24,mean,64.49554,65.18506,0.010691047
49,25,mean,38.257862,65.17538,0.7035812
49,26,mean,100.28956,104.959435,0.046563983
49,27,mean,52.04548,57.962486,0.113689184
49,28,mean,71.4456,72.21947,0.010831475
49,29,mean,103.61941,82.56895,0.2031517
49,30,mean,99.9104,106.63083,0.06726456
49,31,mean,107.854126,117.310555,0.087677956
49,0,min,18.175,15.411188,0.15206665
49,1,min,42.663006,41.517586,0.026848078
49,2,min,34.337,35.230156,0.026011467
49,3,min,16.974998,17.625298,0.038309216
49,4,min,20.238,18.837643,0.069194496
49,5,min,31.387001,35.31487,0.12514317
49,6,min,21.199997,17.68409,0.16584468
49,7,min,19.463,17.74901,0.088063955
49,8,min,21.849997,18.292246,0.16282612
49,9,min,22.275002,17.434616,0.21730125
49,10,min,20.387999,17.71331,0.13118935
49,11,min,29.675005,31.646385,0.06643236
49,12,min,18.638002,17.70683,0.04996103
49,13,min,31.487,35.63157,0.13162792
49,14,min,30.188,35.617077,0.17984223
49,15,min,47.738,49.448933,0.035840034
49,16,min,14.662999,16.475794,0.12363052
49,17,min,27.786999,31.60862,0.13753271
49,18,min,21.949997,18.211319,0.17032707
49,19,min,32.099995,35.55829,0.10773504
49,20,min,17.338001,14.766115,0.14833808
49,21,min,31.887997,28.126627,0.117955685
49,22,min,48.487,50.29502,0.037288785
49,23,min,49.175,50.299583,0.02286899
49,24,min,18.512003,18.84708,0.0181005
49,25,min,19.211998,18.827282,0.020024776
49,26,min,35.512,34.731712,0.021972537
49,27,min,19.050003,17.629425,0.07457101
49,28,min,15.974998,14.862524,0.06963849
49,29,min,16.388002,15.718479,0.040854454
49,30,min,30.474998,35.542976,0.16629958
49,31,min,29.424997,31.60514,0.07409155
49,0,p25,65.036995,56.18624,0.13608801
49,1,p25,96.97501,111.568596,0.15048802
49,2,p25,62.287987,81.547775,0.30920553
49,3,p25,61.71301,41.13724,0.33341056
49,4,p25,43.575,46.288513,0.06227219
49,5,p25,59.750008,82.3705,0.37858558
49,6,p25,62.199986,41.34192,0.33533877
49,7,p25,35.8,41.61354,0.1623894
49,8,p25,39.862,44.490234,0.11610639
49,9,p25,44.1,39.768536,0.0982191
49,10,p25,35.950005,41.465664,0.15342581
49,11,p25,83.875015,92.37711,0.10136628
49,12,p25,61.949997,41.437054,0.33112097
49,13,p25,77.05002,82.205956,0.066916704
49,14,p25,76.737015,82.00639,0.06866801
49,15,p25,96.22499,112.63378,0.1705252
49,16,p25,60.412,60.304237,0.0017837882
49,17,p25,83.812996,92.02513,0.09798169
49,18,p25,39.675,44.05338,0.11035609
49,19,p25,72.98802,81.75906,0.12017095
49,20,p25,63.537003,58.286533,0.082636416
49,21,p25,102.862,91.64091,0.10908878
49,22,p25,103.96224,117.90866,0.13414884
49,23,p25,105.27499,118.39745,0.124649405
49,24,p25,42.925,46.247086,0.07739282
49,25,p25,28.662,46.258442,0.6139293
49,26,p25,74.98402,79.45375,0.059609175
49,27,p25,35.474995,41.18148,0.16085935
49,28,p25,53.82499,52.409035,0.02630663
49,29,p25,77.837006,60.778843,0.21915233
49,30,p25,76.39999,81.69588,0.06931794
49,31,p25,83.850006,92.044525,0.09772825
49,0,p50,82.21199,71.80742,0.12655783
49,1,p50,126.7,140.76122,0.11098039
49,2,p50,81.72498,102.063965,0.24887109
49,3,p50,82.511986,54.163662,0.34356612
49,4,p50,60.088013,60.223557,0.0022557974
49,5,p50,77.73749,102.99035,0.32484794
49,6,p50,83.075005,54.37996,0.3454113
49,7,p50,48.413,54.70793,0.13002574
49,8,p50,54.68801,58.099033,0.062372446
49,9,p50,60.750008,52.37468,0.13786548
49,10,p50,48.261997,54.532356,0.12992334
49,11,p50,104.11199,116.923676,0.12305677
49,12,p50,83.08699,54.493317,0.34414142
49,13,p50,96.824974,102.674515,0.0604136
49,14,p50,96.599976,102.44503,0.060507774
49,15,p50,124.23799,137.99167,0.1107043
49,16,p50,81.399994,76.83891,0.056032956
49,17,p50,104.025024,116.52747,0.120186925
49,18,p50,54.469,57.510273,0.05583489
49,19,p50,91.02501,102.15722,0.12229836
49,20,p50,82.7,73.87491,0.1067121
49,21,p50,124.987,115.13281,0.078841686
49,22,p50,129.43803,143.93266,0.11198127
49,23,p50,130.72499,144.57507,0.10594821
49,24,p50,59.525,60.14467,0.01041019
49,25,p50,34.812,60.200382,0.72929966
49,26,p50,96.08749,99.43851,0.034874678
49,27,p50,47.962994,54.20869,0.1302191
49,28,p50,65.899994,67.19252,0.019613504
49,29,p50,101.025,77.1799,0.23603165
49,30,p50,96.049995,102.101845,0.063007236
49,31,p50,103.987015,116.52137,0.12053764
49,0,p75,106.71199,90.85399,0.14860564
49,1,p75,159.88802,162.9047,0.018867493
49,2,p75,103.603004,128.28491,0.23823547
49,3,p75,106.513,70.87953,0.33454573
49,4,p75,80.71226,79.063385,0.020429015
49,5,p75,100.25898,129.61667,0.29281855
49,6,p75,107.338005,71.233086,0.3363666
49,7,p75,64.362755,71.61344,0.112653494
49,8,p75,74.788,75.99503,0.016139388
49,9,p75,80.63798,67.85079,0.15857524
49,10,p75,64.553,71.391594,0.1059376
49,11,p75,129.25002,140.0294,0.083399534
49,12,p75,107.28801,71.35498,0.33492118
49,13,p75,120.112,128.09665,0.0664767
49,14,p75,119.43699,127.82425,0.07022333
49,15,p75,157.86899,169.00137,0.07051659
49,16,p75,108.01197,96.553825,0.1060822
49,17,p75,129.15001,139.58116,0.08076775
49,18,p75,74.187996,75.39971,0.016332984
49,19,p75,111.96299,127.56528,0.1393522
49,20,p75,106.17497,92.52109,0.12859797
49,21,p75,147.63802,136.78572,0.07350612
49,22,p75,161.16301,175.71161,0.090272546
49,23,p75,161.98799,176.32643,0.0885154
49,24,p75,80.18801,79.00508,0.014751971
49,25,p75,46.34399,79.00985,0.7048564
49,26,p75,120.58799,125.480225,0.040569782
49,27,p75,64.35001,70.98871,0.10316539
49,28,p75,83.51199,85.63461,0.02541697
49,29,p75,125.76201,96.9221,0.22932136
49,30,p75,119.07498,127.47096,0.07051003
49,31,p75,129.06203,139.6312,0.08189213
49,0,p95,141.763,126.13683,0.110227406
49,1,p95,208.413,209.46803,0.0050622225
49,2,p95,142.63763,172.69261,0.21070862
49,3,p95,146.487,102.24103,0.30204707
49,4,p95,117.51524,113.699615,0.032469213
49,5,p95,138.42499,174.53067,0.26083207
49,6,p95,147.46199,102.69998,0.30354947
49,7,p95,92.15,103.20901,0.12001085
49,8,p95,110.66264,109.03627,0.014696658
49,9,p95,113.67501,97.1674,0.1452176
49,10,p95,92.41301,102.91931,0.11368859
49,11,p95,165.18703,185.1652,0.12094283
49,12,p95,147.4065,102.87873,0.3020746
49,13,p95,159.58702,170.96594,0.071302295
49,14,p95,159.63641,170.60838,0.06873095
49,15,p95,210.125,219.26204,0.043483853
49,16,p95,153.28804,133.29959,0.13039798
49,17,p95,165.07503,184.62352,0.11842191
49,18,p95,109.099976,108.2895,0.0074287653
49,19,p95,146.46246,170.34909,0.16309047
49,20,p95,137.42502,127.1346,0.07488024
49,21,p95,179.27496,179.00414,0.0015106797
49,22,p95,212.58873,226.81654,0.06692648
49,23,p95,213.91295,227.55057,0.06375313
49,24,p95,116.248055,113.617165,0.022631705
49,25,p95,58.299995,113.624115,0.9489558
49,26,p95,162.82077,169.34656,0.040079594
49,27,p95,91.75,102.400215,0.116078615
49,28,p95,123.499985,119.863174,0.029447854
49,29,p95,165.62495,133.40875,0.19451296
49,30,p95,158.40001,170.21654,0.074599266
49,31,p95,165.02498,184.70453,0.11925197
49,0,p99,169.08798,147.27628,0.1289962
49,1,p99,245.07497,250.97931,0.024091959
49,2,p99,177.66934,214.12845,0.20520759
49,3,p99,180.00247,131.82562,0.26764548
49,4,p99,149.40848,144.12498,0.03536272
49,5,p99,170.60486,215.9508,0.2657951
49,6,p99,179.05719,132.32373,0.2609974
49,7,p99,111.98745,132.7607,0.18549621
49,8,p99,142.50633,138.74893,0.026366532
49,9,p99,140.54169,126.31386,0.10123563
49,10,p99,112.70781,132.48518,0.17547476
49,11,p99,194.13799,219.42467,0.13025105
49,12,p99,180.1534,132.44548,0.2648183
49,13,p99,192.20715,211.8237,0.102059364
49,14,p99,192.41199,211.55208,0.09947455
49,15,p99,251.40799,267.7351,0.06494272
49,16,p99,191.0,154.49251,0.19113868
49,17,p99,193.53763,218.97623,0.13144004
49,18,p99,140.49985,138.07625,0.017249823
49,19,p99,174.0311,211.3425,0.21439505
49,20,p99,157.81302,146.49461,0.07172036
49,21,p99,203.24995,208.66269,0.026630878
49,22,p99,252.11778,274.36444,0.08823919
49,23,p99,253.6934,274.92526,0.083691
49,24,p99,145.9961,144.0758,0.013153017
49,25,p99,67.3535,144.05276,1.138757
49,26,p99,199.02928,210.84079,0.059345603
49,27,p99,111.7678,132.00626,0.18107593
49,28,p99,146.98802,141.85942,0.034891307
49,29,p99,198.41199,153.16684,0.22803634
49,30,p99,191.33243,211.23155,0.10400283
49,31,p99,193.8373,219.04398,0.1300404
49,0,p99.9,221.93704,178.76285,0.19453353
49,1,p99.9,291.4136,287.90286,0.012047291
49,2,p99.9,225.16507,250.40117,0.11207819
49,3,p99.9,220.31935,159.9292,0.2741028
49,4,p99.9,195.43932,174.86662,0.10526383
49,5,p99.9,212.11057,252.6725,0.19123018
49,6,p99.9,216.79297,160.5362,0.25949538
49,7,p99.9,134.42148,161.02614,0.19791973
49,8,p99.9,189.52455,168.19711,0.112531245
49,9,p99.9,176.8356,152.28583,0.13882822
49,10,p99.9,139.1391,160.70389,0.15498722
49,11,p99.9,246.763,256.99933,0.04148245
49,12,p99.9,224.69998,160.66133,0.28499627
49,13,p99.9,233.26877,246.61264,0.05720389
49,14,p99.9,229.02403,246.2831,0.075359225
49,15,p99.9,299.11005,306.65985,0.025240898
49,16,p99.9,236.01556,187.08699,0.2073108
49,17,p99.9,246.46606,256.48328,0.040643334
49,18,p99.9,185.17398,167.41771,0.09588969
49,19,p99.9,207.5179,246.10817,0.18596113
49,20,p99.9,189.47496,177.20284,0.06476909
49,21,p99.9,235.12497,243.88396,0.037252426
49,22,p99.9,301.025,314.03076,0.043204904
49,23,p99.9,304.61853,314.71484,0.033144116
49,24,p99.9,185.92958,174.78796,0.059923828
49,25,p99.9,97.408485,174.7816,0.79431593
49,26,p99.9,257.79926,246.6072,0.043413877
49,27,p99.9,138.28305,160.1815,0.15835965
49,28,p99.9,169.75319,172.44771,0.015873194
49,29,p99.9,239.62498,185.64473,0.22526973
49,30,p99.9,235.40031,245.97859,0.044937372
49,31,p99.9,246.3778,256.57526,0.041389465
49,0,p99.99,258.874,212.39793,0.17953157
49,1,p99.99,341.56195,324.3598,0.050363183
49,2,p99.99,320.48584,289.24332,0.09748489
49,3,p99.99,253.73277,192.27138,0.24222887
49,4,p99.99,236.6765,209.61983,0.114319205
49,5,p99.99,251.4244,292.0103,0.16142392
49,6,p99.99,248.59563,193.00293,0.22362703
49,7,p99.99,154.96582,193.38342,0.24791014
49,8,p99.99,253.86737,201.60742,0.20585531
49,9,p99.99,203.4114,182.93121,0.10068363
49,10,p99.99,157.66301,193.06622,0.22454989
49,11,p99.99,282.0187,293.95163,0.042312503
49,12,p99.99,275.86615,193.03024,0.30027574
49,13,p99.99,271.41315,283.70853,0.04530132
49,14,p99.99,266.66916,283.44174,0.06289661
49,15,p99.99,346.56717,347.0438,0.0013753176
49,16,p99.99,271.80508,220.62318,0.18830371
49,17,p99.99,283.38748,293.47174,0.03558469
49,18,p99.99,243.62894,200.92735,0.17527306
49,19,p99.99,235.30858,283.37894,0.20428646
49,20,p99.99,224.9079,210.56256,0.06378317
49,21,p99.99,273.65735,279.6671,0.021960974
49,22,p99.99,347.17874,354.0463,0.019780993
49,23,p99.99,356.02972,354.66324,0.003838122
49,24,p99.99,265.03128,209.5655,0.20928013
49,25,p99.99,119.08357,209.52815,0.75950515
49,26,p99.99,349.09692,285.51166,0.18214214
49,27,p99.99,163.17284,192.6228,0.18048322
49,28,p99.99,195.05003,206.48431,0.05862224
49,29,p99.99,274.29233,219.1733,0.20094997
49,30,p99.99,273.67267,283.27292,0.03507936
49,31,p99.99,284.12897,293.59125,0.033302784
49,0,p99.999,284.3284,257.87195,0.09304893
49,1,p99.999,396.45688,418.2676,0.055014133
49,2,p99.999,451.95047,373.4206,0.17375773
49,3,p99.999,314.0877,235.48476,0.25025797
49,4,p99.999,259.76462,259.15976,0.002328515
49,5,p99.999,285.07916,377.14362,0.32294345
49,6,p99.999,304.58533,236.45721,0.22367495
49,7,p99.999,197.01117,237.11073,0.20353949
49,8,p99.999,338.8647,248.15436,0.26768893
49,9,p99.999,242.874,223.41446,0.080121934
49,10,p99.999,186.58838,236.64795,0.26828873
49,11,p99.999,314.7555,373.9573,0.1880883
49,12,p99.999,299.12335,236.59889,0.20902568
49,13,p99.999,305.79758,366.34726,0.1980058
49,14,p99.999,292.74124,365.90683,0.24993265
49,15,p99.999,369.81818,459.1784,0.24163282
49,16,p99.999,302.2486,269.7279,0.10759586
49,17,p99.999,311.15524,373.20053,0.19940305
49,18,p99.999,298.64474,247.1785,0.1723327
49,19,p99.999,243.17677,365.72964,0.5039662
49,20,p99.999,253.4379,254.58699,0.004534006
49,21,p99.999,318.2363,351.84787,0.10561824
49,22,p99.999,394.40094,469.5434,0.19052303
49,23,p99.999,406.9961,470.38782,0.15575516
49,24,p99.999,304.5869,259.10815,0.14931291
49,25,p99.999,133.00603,259.01492,0.94739234
49,26,p99.999,428.00705,368.0642,0.14005107
49,27,p99.999,179.41403,235.90541,0.31486595
49,28,p99.999,233.07057,249.54935,0.07070291
49,29,p99.999,306.29993,266.96558,0.12841779
49,30,p99.999,281.53586,365.52896,0.2983389
49,31,p99.999,310.99142,373.3756,0.20059776
87,0,mean,140.86256,147.9865,0.050573587
87,1,mean,79.9311,76.92979,0.03754872
87,2,mean,66.28672,67.618904,0.020097256
87,3,mean,185.09224,184.92471,0.00090509653
87,4,mean,89.19037,121.88719,0.36659586
87,5,mean,121.11289,110.3859,0.08857018
87,6,mean,241.01978,170.71283,0.29170614
87,7,mean,177.55301,212.25827,0.19546425
87,8,mean,123.34998,111.2525,0.098074436
87,9,mean,66.13952,67.66061,0.022998214
87,10,mean,66.23845,67.496284,0.018989563
87,11,mean,234.72887,187.2784,0.2021501
87,12,mean,168.32133,150.04504,0.108579755
87,13,mean,268.79642,173.0087,0.35635787
87,14,mean,169.42044,184.07124,0.08647597
87,15,mean,120.32923,111.13903,0.076375484
87,16,mean,76.30777,92.45012,0.21154273
87,17,mean,123.12464,68.388245,0.4445609
87,18,mean,243.31139,219.99022,0.09584904
87,19,mean,244.4046,220.5485,0.0976091
87,20,mean,212.26294,187.57597,0.11630368
87,21,mean,78.60449,67.72604,0.13839471
87,22,mean,107.187935,82.37722,0.23146927
87,23,mean,168.03882,151.48216,0.09852874
87,24,mean,105.40668,126.29322,0.19815195
87,25,mean,94.56251,147.01308,0.55466557
87,26,mean,98.81992,77.63877,0.21434093
87,27,mean,78.50127,67.560394,0.13937193
87,28,mean,299.82343,260.9859,0.12953466
87,29,mean,218.05917,195.75287,0.10229474
87,0,min,48.049995,50.921913,0.059769392
87,1,min,17.325,15.522001,0.10406923
87,2,min,20.275002,19.373207,0.04447812
87,3,min,71.69999,65.00199,0.09341699
87,4,min,35.824993,37.492413,0.04654348
87,5,min,33.838,35.9547,0.06255388
87,6,min,64.98799,55.01962,0.1533879
87,7,min,66.50001,54.53416,0.17993754
87,8,min,35.675003,35.988087,0.0087759495
87,9,min,19.599998,19.330248,0.013762772
87,10,min,16.936998,19.33895,0.14181685
87,11,min,73.93799,65.429436,0.1150769
87,12,min,48.537006,51.34888,0.057932615
87,13,min,64.63801,55.818974,0.1364373
87,14,min,50.937,43.83579,0.13941163
87,15,min,34.587006,35.95425,0.039530635
87,16,min,22.35,22.557827,0.009298682
87,17,min,22.211996,19.402845,0.12646997
87,18,min,90.32501,76.92682,0.14833313
87,19,min,84.986984,76.98428,0.094163835
87,20,min,66.51301,65.51191,0.015051186
87,21,min,20.8,19.381063,0.06821805
87,22,min,15.900002,16.126942,0.014272928
87,23,min,43.587006,51.36808,0.17851818
87,24,min,35.25,33.40923,0.052220464
87,25,min,32.550003,40.709785,0.2506845
87,26,min,16.463,14.807883,0.10053551
87,27,min,21.987999,19.320517,0.12131536
87,28,min,117.07498,89.09094,0.23902667
87,29,min,75.588,66.182106,0.12443632
87,0,p25,112.12498,116.33211,0.03752184
87,1,p25,59.95001,55.586304,0.07278907
87,2,p25,39.888,47.75747,0.19728911
87,3,p25,153.49998,149.76723,0.024317622
87,4,p25,67.861984,92.95086,0.36970437
87,5,p25,93.06202,83.57606,0.10193163
87,6,p25,189.263,142.83873,0.24528974
87,7,p25,155.70001,179.30101,0.15157998
87,8,p25,95.024994,84.359665,0.112237096
87,9,p25,39.475002,47.81768,0.21134079
87,10,p25,39.737003,47.65947,0.19937253
87,11,p25,165.24997,151.20654,0.08498293
87,12,p25,100.87201,117.53406,0.16518009
87,13,p25,197.96301,144.15881,0.27178913
87,14,p25,144.837,150.68816,0.04039812
87,15,p25,92.325,84.18945,0.08811855
87,16,p25,51.091,66.671455,0.304955
87,17,p25,58.824993,48.14038,0.18163389
87,18,p25,177.65,181.20215,0.019995213
87,19,p25,176.74998,181.75998,0.028345108
87,20,p25,145.85004,151.56456,0.039180756
87,21,p25,50.038002,47.852966,0.043667495
87,22,p25,82.99999,59.560825,0.28239965
87,23,p25,100.465996,118.71175,0.18161118
87,24,p25,82.01202,97.85759,0.19321036
87,25,p25,75.950005,112.44536,0.4805181
87,26,p25,72.42502,57.24808,0.20955378
87,27,p25,50.012,47.732403,0.045581043
87,28,p25,228.58704,218.93266,0.042235017
87,29,p25,152.51302,157.97403,0.035806894
87,0,p50,136.46298,142.27504,0.042590737
87,1,p50,74.036995,71.10641,0.03958273
87,2,p50,57.112,62.041676,0.08631599
87,3,p50,180.675,180.04553,0.0034840107
87,4,p50,83.92501,115.24141,0.37314737
87,5,p50,116.33698,104.34397,0.10308856
87,6,p50,232.68805,177.66782,0.2364549
87,7,p50,174.275,219.48375,0.2594105
87,8,p50,118.73798,105.39145,0.11240327
87,9,p50,56.58701,62.205383,0.09928739
87,10,p50,56.975,61.93655,0.08708298
87,11,p50,211.26201,181.79956,0.13945931
87,12,p50,137.275,143.76103,0.047248483
87,13,p50,256.25,179.2106,0.30064154
87,14,p50,166.99998,185.31546,0.1096735
87,15,p50,115.736984,105.175095,0.09125769
87,16,p50,68.162994,85.090614,0.24834037
87,17,p50,90.91199,62.6011,0.31140983
87,18,p50,218.21297,215.28612,0.013412833
87,19,p50,217.68803,215.95403,0.007965565
87,20,p50,185.363,182.22076,0.016951859
87,21,p50,70.61299,62.183956,0.11936945
87,22,p50,105.43798,76.00579,0.2791422
87,23,p50,136.906,145.24529,0.06091249
87,24,p50,99.049995,123.4792,0.24663508
87,25,p50,90.075,138.19911,0.5342672
87,26,p50,96.53699,72.60333,0.24792212
87,27,p50,70.34998,62.08374,0.117501676
87,28,p50,277.27496,256.41602,0.07522839
87,29,p50,190.88753,189.40477,0.0077676773
87,0,p75,164.77824,174.87459,0.061272264
87,1,p75,94.64999,90.973724,0.038840592
87,2,p75,87.212,81.83361,0.061670244
87,3,p75,211.98795,216.5643,0.021587849
87,4,p75,104.675,144.33876,0.37892294
87,5,p75,144.46196,131.62418,0.088866174
87,6,p75,283.65002,202.21729,0.28708875
87,7,p75,196.11197,245.89922,0.25387156
87,8,p75,146.92502,132.623,0.09734231
87,9,p75,86.8815,81.91818,0.057127416
87,10,p75,87.049995,81.70368,0.061416566
87,11,p75,289.24997,219.24289,0.24202967
87,12,p75,222.40305,177.22908,0.20311755
87,13,p75,327.83707,204.8207,0.37523633
87,14,p75,191.34995,213.26483,0.11452782
87,15,p75,143.70003,132.51517,0.077834785
87,16,p75,96.584015,109.829506,0.13713956
87,17,p75,172.86903,82.745476,0.52134013
87,18,p75,293.71292,255.7428,0.12927634
87,19,p75,296.47556,256.3409,0.13537252
87,20,p75,264.487,219.54726,0.16991287
87,21,p75,100.54998,81.96401,0.18484306
